chr01	1	436858	color=un
chr01	437767	459567	color=zebrina
chr01	459587	459587	color=un
chr01	459634	582329	color=zebrina
chr01	582354	582361	color=malaccensis
chr01	582392	619059	color=zebrina
chr01	619124	619124	color=malaccensis
chr01	619304	690249	color=zebrina
chr01	690627	706456	color=malaccensis
chr01	706480	707687	color=zebrina
chr01	707699	707699	color=malaccensis
chr01	707708	707932	color=zebrina
chr01	708331	978093	color=un
chr01	978347	1351116	color=zebrina
chr01	1351148	1697398	color=un
chr01	1697415	1697763	color=zebrina
chr01	1697772	1697772	color=un
chr01	1698123	4892459	color=zebrina
chr01	4895976	4943046	color=un
chr01	4943056	7574442	color=zebrina
chr01	7574452	7631095	color=un
chr01	7631661	7634067	color=zebrina
chr01	7634130	7659631	color=un
chr01	7659694	10939064	color=zebrina
chr01	10939700	11075900	color=un
chr01	11077950	11077950	color=zebrina
chr01	11077956	11077956	color=un
chr01	11078013	11674977	color=zebrina
chr01	11675002	11754888	color=un
chr01	11754915	11769801	color=zebrina
chr01	11782648	11792582	color=un
chr01	11792661	11792661	color=zebrina
chr01	11792748	11854245	color=un
chr01	11854356	11854469	color=zebrina
chr01	11854794	11858836	color=un
chr01	11859076	11864867	color=zebrina
chr01	11878769	12504083	color=un
chr01	12504626	12541167	color=zebrina
chr01	12541211	13166441	color=un
chr01	13166657	13542808	color=zebrina
chr01	13544240	13544441	color=un
chr01	13544477	13546265	color=zebrina
chr01	13546357	13546411	color=un
chr01	13546420	14722774	color=zebrina
chr01	14726516	14726600	color=un
chr01	14726827	14727037	color=zebrina
chr01	14727114	15307298	color=un
chr01	15307400	15567508	color=zebrina
chr01	15567518	15569394	color=un
chr01	15569461	15662000	color=zebrina
chr01	15662151	15662151	color=un
chr01	15662385	15727227	color=zebrina
chr01	16155389	16155442	color=un
chr01	16157850	16157960	color=zebrina
chr01	16158191	16158191	color=un
chr01	16160412	16203648	color=zebrina
chr01	16203712	16203712	color=un
chr01	16203717	16203717	color=zebrina
chr01	16203740	17330547	color=un
chr01	17332862	26232792	color=zebrina
chr01	26233032	29070452	color=un
chr02	1	14559490	color=zebrina
chr02	14561278	14561278	color=un
chr02	14561377	14561790	color=zebrina
chr02	14561801	15744027	color=un
chr02	15744080	15771132	color=zebrina
chr02	15797920	16781607	color=un
