chr01	1	2055961	color=zebrina
chr01	2056179	2056179	color=un
chr01	2057635	3823338	color=zebrina
chr01	3823608	3974877	color=un
chr01	3975569	4874873	color=zebrina
chr01	4875280	4989635	color=un
chr01	4989641	5185502	color=zebrina
chr01	5185586	5190552	color=un
chr01	5191206	5261744	color=zebrina
chr01	5261812	5261812	color=un
chr01	5261857	12224092	color=zebrina
chr01	12224161	12224542	color=un
chr01	12224551	12322288	color=zebrina
chr01	12322294	12332484	color=un
chr01	12332581	16209805	color=zebrina
chr01	16209853	16210871	color=un
chr01	16210945	16210945	color=zebrina
chr01	16211066	16521657	color=un
chr01	16524141	17076633	color=zebrina
chr01	17076719	17330311	color=un
chr01	17330410	23284645	color=zebrina
chr01	23289636	23289636	color=un
chr01	23305790	29070452	color=zebrina
chr02	1	15498648	color=zebrina
chr02	15498711	15522624	color=un
chr02	15522648	15525845	color=zebrina
chr02	15526137	15526981	color=un
chr02	15527019	15528513	color=zebrina
chr02	15528571	16032446	color=un
chr02	16035630	27275568	color=banksii
chr02	27275710	27275710	color=un
chr02	27275738	27275738	color=banksii
chr02	27275800	27278872	color=un
chr02	27278878	27280182	color=banksii
chr02	27280294	27281318	color=un
chr02	27281461	27281461	color=banksii
chr02	27281589	27288574	color=un
chr02	27288776	27288776	color=malaccensis
chr02	27290494	27290505	color=un
chr02	27290514	28742927	color=malaccensis
chr02	28743061	28760149	color=un
chr02	28760182	28760182	color=malaccensis
chr02	28778174	28778210	color=un
chr02	28778258	28779695	color=malaccensis
chr02	28779781	29511734	color=banksii
chr03	1	33726526	color=banksii
chr03	33726667	34462481	color=un
chr03	34462495	35020413	color=banksii
chr04	1	1830491	color=banksii
chr04	1831565	1896917	color=un
chr04	1896935	1922617	color=banksii
chr04	1922742	1922804	color=un
chr04	1923018	1923018	color=banksii
chr04	1924742	2011790	color=un
chr04	2011796	2014744	color=banksii
chr04	2015390	2164341	color=un
chr04	2172654	7665808	color=banksii
chr04	7665829	7780583	color=un
chr04	7780697	11606474	color=banksii
chr04	11606624	11885898	color=un
chr04	11886208	13916705	color=banksii
chr04	13916766	14674174	color=un
chr04	14674629	14675552	color=banksii
chr04	14675806	14919556	color=un
chr04	14919717	37105743	color=banksii
chr05	1	35435476	color=banksii
chr05	35449916	37132761	color=un
chr05	37132767	37133036	color=malaccensis
chr05	37133059	37161117	color=un
chr05	37161165	37225227	color=malaccensis
chr05	37228031	37583749	color=un
chr05	37583891	37805400	color=malaccensis
chr05	37805439	37805439	color=un
chr05	37805481	37809485	color=malaccensis
chr05	37812214	37818089	color=un
chr05	37818116	37818116	color=malaccensis
chr05	37819669	38041760	color=un
chr05	38047592	38142119	color=malaccensis
chr05	38142281	38492461	color=un
chr05	38492515	38936253	color=malaccensis
chr05	38936534	38949192	color=un
chr05	38950745	38950934	color=malaccensis
chr05	38950949	38950949	color=un
chr05	38950968	39026630	color=malaccensis
chr05	39026728	39053608	color=un
chr05	39053644	39081643	color=malaccensis
chr05	39081838	40578817	color=un
chr05	40578943	41853232	color=banksii
chr06	1	1475592	color=banksii
chr06	1475739	4751437	color=un
chr06	4751476	29433024	color=banksii
chr06	29433241	29505036	color=zebrina
chr06	29505238	29505244	color=un
chr06	29505655	30069269	color=zebrina
chr06	30069420	30075573	color=un
chr06	30076124	30078310	color=zebrina
chr06	30078325	30086666	color=un
chr06	30087353	30087353	color=zebrina
chr06	30087359	30088165	color=un
chr06	30088189	30088189	color=zebrina
chr06	30088916	30140041	color=un
chr06	30162275	30164977	color=zebrina
chr06	30165027	30190998	color=un
chr06	30191277	30206362	color=zebrina
chr06	30207006	30295982	color=un
chr06	30304126	30304424	color=zebrina
chr06	30304427	30304697	color=un
chr06	30304717	30372734	color=zebrina
chr06	30373861	31030967	color=un
chr06	31036509	37593364	color=banksii
chr07	1	4942753	color=zebrina
chr07	4942756	4943703	color=un
chr07	4943712	4943712	color=zebrina
chr07	4944386	5211255	color=un
chr07	5211261	9402809	color=banksii
chr07	9437658	9751034	color=un
chr07	9751091	9751325	color=zebrina
chr07	9751333	10082331	color=un
chr07	10082448	10088256	color=zebrina
chr07	10122750	10123102	color=un
chr07	10123925	10125184	color=zebrina
chr07	10125189	10125922	color=un
chr07	10126763	10126763	color=zebrina
chr07	10127010	10170154	color=un
chr07	10170244	10170442	color=zebrina
chr07	10170451	10171817	color=un
chr07	10172295	10172295	color=zebrina
chr07	10172367	10173577	color=un
chr07	10173616	10184547	color=zebrina
chr07	10184687	10202715	color=un
chr07	10209432	10385730	color=zebrina
chr07	10385735	10386025	color=un
chr07	10386130	28909051	color=zebrina
chr07	28909325	28909576	color=un
chr07	28909954	28910105	color=zebrina
chr07	28910164	29161305	color=un
chr07	29185114	29185114	color=zebrina
chr07	29185157	29185157	color=un
chr07	29185463	29265974	color=zebrina
chr07	29265980	29442619	color=un
chr07	29442685	29442685	color=zebrina
chr07	29442709	29442709	color=un
chr07	29442784	30289044	color=zebrina
chr07	30290498	30290552	color=un
chr07	30290600	30290656	color=zebrina
chr07	30290705	30290705	color=un
