chr01	1	2092372	color=burmannica
chr01	2099622	2099622	color=un
chr01	2101262	2110401	color=burmannica
chr01	2119225	3197675	color=un
chr01	3197710	3214628	color=malaccensis
chr01	3226494	3570997	color=un
chr01	3571026	3571071	color=burmannica
chr01	3571365	3573374	color=un
chr01	3573493	5792431	color=burmannica
chr01	5792439	6974161	color=un
chr01	6989396	6989396	color=malaccensis
chr01	6989435	7174038	color=un
chr01	7175181	7227934	color=malaccensis
chr01	7227944	7239307	color=un
chr01	7241803	7243077	color=malaccensis
chr01	7243155	7243260	color=un
chr01	7243440	7244610	color=malaccensis
chr01	7244652	7273673	color=un
chr01	7273694	7274225	color=malaccensis
chr01	7274258	7274258	color=un
chr01	7274309	7325340	color=malaccensis
chr01	7325351	7381593	color=un
chr01	7381777	7381777	color=malaccensis
chr01	7383071	7428066	color=un
chr01	7428071	7428156	color=malaccensis
chr01	7428219	8969548	color=un
chr01	8969578	8969578	color=malaccensis
chr01	8969954	8975425	color=un
chr01	8975485	8985053	color=malaccensis
chr01	8985059	8986975	color=un
chr01	8987188	10279946	color=malaccensis
chr01	10279976	10280715	color=un
chr01	10280742	10283098	color=malaccensis
chr01	10283574	11377999	color=un
chr01	11378002	11527552	color=malaccensis
chr01	11527762	11603819	color=un
chr01	11603840	11755147	color=malaccensis
chr01	11755153	11759860	color=un
chr01	11759873	11769457	color=malaccensis
chr01	11769464	13981455	color=un
chr01	13984681	13990599	color=malaccensis
chr01	13990611	14170477	color=un
chr01	14170565	14261273	color=malaccensis
chr01	14261307	15190425	color=un
chr01	15190540	15271496	color=malaccensis
chr01	15271518	15309442	color=un
chr01	15309533	15309540	color=malaccensis
chr01	15309566	15309566	color=un
chr01	15309718	15567518	color=malaccensis
chr01	15567571	15662497	color=un
chr01	15662605	15662605	color=malaccensis
chr01	15727227	16203477	color=un
chr01	16203528	16524520	color=malaccensis
chr01	16524555	16543934	color=un
chr01	16544190	19617529	color=malaccensis
chr01	19621242	19674212	color=un
chr01	19674240	19674240	color=malaccensis
chr01	19675925	19675925	color=un
chr01	19676027	19848714	color=malaccensis
chr01	19848766	19946345	color=un
chr01	19946369	21665038	color=malaccensis
chr01	22003709	22005511	color=un
chr01	22005628	22005659	color=malaccensis
chr01	22005755	22197582	color=un
chr01	22197873	22253815	color=malaccensis
chr01	23283811	29070452	color=un
chr02	1	19122535	color=malaccensis
chr02	19122839	19178515	color=un
chr02	19178675	20279796	color=malaccensis
chr02	20279820	21609564	color=un
chr02	21615775	21743266	color=malaccensis
chr02	21744889	21994883	color=un
chr02	21994889	23743806	color=malaccensis
chr02	23743947	23813686	color=un
chr02	23813749	23823925	color=malaccensis
chr02	23823934	23826606	color=un
chr02	23826743	23912735	color=malaccensis
chr02	23912744	23949440	color=un
chr02	23949503	23949503	color=malaccensis
chr02	23949956	23949956	color=un
chr02	23958812	24047013	color=malaccensis
chr02	24047196	24047196	color=un
chr02	24047269	24047614	color=malaccensis
chr02	24047617	24048331	color=un
chr02	24055400	24184222	color=malaccensis
chr02	24184566	24192927	color=un
chr02	24192948	24192996	color=malaccensis
chr02	24193002	24217985	color=un
chr02	24218010	24642041	color=malaccensis
chr02	24645824	24654980	color=un
chr02	24655153	24655153	color=malaccensis
chr02	24673866	24695658	color=un
chr02	24695741	24695778	color=malaccensis
chr02	24695862	24695892	color=un
chr02	24695909	24715178	color=malaccensis
chr02	24715463	24775137	color=un
chr02	24837449	24837449	color=malaccensis
chr02	24837494	24837494	color=un
chr02	24847471	24849564	color=malaccensis
chr02	24849656	24849656	color=un
chr02	24849674	25434676	color=malaccensis
chr02	25437769	25908945	color=un
