chr01 1 1897746 blue
chr01 1897890 1900542 green
chr01 1901044 1901044 blue
chr01 1901226 1901226 green
chr01 1901250 1901547 blue
chr01 1901799 1901799 green
chr01 1902790 2142955 blue
chr01 2252472 2358331 green
chr01 2358513 2389784 blue
chr01 2389820 2483967 green
chr01 2536273 2579113 blue
chr01 2579727 2579755 green
chr01 2582195 2596564 blue
chr01 2596594 2598827 green
chr01 2598836 2599079 blue
chr01 2599224 2790051 green
chr01 2791119 2805507 blue
chr01 2836086 2836132 green
chr01 2836280 2836280 blue
chr01 2836811 2837845 green
chr01 2837869 2837869 blue
chr01 2838797 2838826 green
chr01 2839058 3736747 blue
chr01 3740340 3765379 green
chr01 3765885 8584034 blue
chr01 8584608 8588575 green
chr01 8588964 8617285 blue
chr01 8617298 8654940 green
chr01 8655124 8680893 blue
chr01 8683809 9482163 green
chr01 9482169 9503655 blue
chr01 9503670 9552533 green
chr01 9552896 9553937 blue
chr01 9554060 9557395 green
chr01 9557583 29070452 blue
chr02 1 15413600 blue
chr02 15413643 15414075 #9A2EFE
chr02 15414108 17814125 blue
chr02 17829816 17829816 #9A2EFE
chr02 17830432 17834055 blue
chr02 17834060 17835113 #9A2EFE
chr02 17835224 17835627 blue
chr02 17835692 17979942 #9A2EFE
chr02 17979960 18054748 blue
chr02 18054816 18061865 #9A2EFE
chr02 18061874 18069090 blue
chr02 18069302 18139580 #9A2EFE
chr02 18140756 18160673 blue
chr02 18160685 18160916 #9A2EFE
chr02 18161714 18198303 blue
chr02 18198573 18373386 #9A2EFE
chr02 18373414 18374320 blue
chr02 18376446 18405477 #9A2EFE
chr02 18415075 23318007 blue
chr02 23369823 23376235 #9A2EFE
chr02 23376342 23419447 blue
chr02 23419451 23630408 #9A2EFE
chr02 23633444 23743384 blue
chr02 23743533 23743716 #9A2EFE
chr02 23743761 23743785 blue
chr02 23743802 23746606 #9A2EFE
chr02 23746629 23746629 blue
chr02 23746651 23746651 #9A2EFE
chr02 23746719 23828636 blue
chr02 23828906 23829078 #9A2EFE
chr02 23829097 23958812 blue
chr02 23958875 23958875 #9A2EFE
chr02 23961127 29511734 blue
chr03 1 25480626 blue
