chr01 1 29070452 red
chr02 1 17349856 red
chr02 17349868 17350260 blue
chr02 17469932 17513484 red
chr02 17513577 17513577 blue
chr02 17513594 20232498 red
chr02 20276135 20276187 blue
chr02 20278276 22607138 red
chr02 22607150 22617852 blue
chr02 22617870 22618374 red
chr02 22618423 22634266 blue
chr02 22634311 22670264 red
chr02 22672078 22676706 blue
chr02 22676714 22677138 red
chr02 22677144 22686965 blue
chr02 22709231 25480780 red
chr02 25482110 25696784 blue
chr02 25696831 26985701 red
chr02 26985758 26989007 blue
chr02 26989268 26989304 red
chr02 26992906 26995941 blue
chr02 26996118 26996157 red
chr02 26996163 26998433 blue
chr02 27033572 27083358 red
chr02 27083563 27083563 blue
chr02 27083620 27131557 red
chr02 27131575 27131575 blue
chr02 27131689 27280566 red
chr02 27280580 27280580 blue
chr02 27281286 27281318 red
chr02 27281461 27288494 blue
chr02 27288503 29511734 red
chr03 1 35020413 red
chr04 1 11627769 red
chr04 11628102 11646179 blue
chr04 11646185 11646185 red
chr04 11646406 11646924 blue
chr04 11727833 23427717 red
chr04 23427771 23427777 blue
chr04 23427855 23427855 red
chr04 23430217 23430217 blue
chr04 23430229 23546397 red
chr04 23546435 23606339 blue
chr04 23606527 23635950 red
chr04 23637543 23637557 blue
chr04 23642838 23667442 red
chr04 23667969 23671605 blue
chr04 23671609 23672941 red
chr04 23672953 23672953 blue
chr04 23672977 23672977 red
chr04 23685402 23685432 blue
chr04 23685644 23760163 red
chr04 23760206 23760267 blue
chr04 23760279 28589971 red
chr04 28590578 28617259 blue
chr04 28620464 28620464 red
chr04 28620484 28625802 blue
chr04 28625911 28625972 red
chr04 28638219 28691696 blue
chr04 28691704 28714534 red
chr04 28714541 28730497 blue
chr04 28730514 28730631 red
chr04 28730820 29146317 blue
chr04 29147021 29148431 red
chr04 29148581 29148581 blue
chr04 29160019 29160105 red
chr04 29160154 29162346 blue
chr04 29162360 29220439 red
chr04 29220501 29221159 blue
chr04 29221169 29222277 red
chr04 29222536 29241287 blue
chr04 29241314 29727487 red
chr04 29727499 29874985 blue
chr04 29875265 29915148 red
chr04 29916039 29916039 blue
chr04 29916280 29923469 red
chr04 29923478 29923571 blue
chr04 29923693 29923693 red
chr04 29933492 29948567 blue
chr04 29948902 30034287 red
chr04 30038469 30142666 blue
chr04 30142913 30142913 red
chr04 30143514 30160101 blue
chr04 30160113 32339717 red
chr04 32371763 32372132 blue
chr04 32372135 32372135 red
chr04 32372475 32951743 blue
chr04 32951751 32951751 red
chr04 32954382 32955865 blue
chr04 32956028 32957112 red
chr04 32957118 32957118 blue
chr04 32957211 37105743 red
chr05 1 41853232 red
chr06 1 37593364 red
chr07 1 7318455 red
chr07 7318461 7318461 blue
chr07 7320124 7347689 red
chr07 7347761 7374674 blue
chr07 7374869 7383906 red
chr07 7389062 7916520 blue
chr07 7916745 7918981 red
chr07 7918988 7918988 blue
chr07 7919747 9385016 red
chr07 9385053 9540040 blue
chr07 9559706 9559706 red
chr07 9562517 9574799 blue
chr07 9574839 11325193 red
chr07 11327889 11341847 blue
chr07 11341900 11341900 red
chr07 11341921 11868091 blue
chr07 11870139 32726572 red
chr07 32727042 32752259 blue
chr07 32752273 32753598 red
chr07 32753613 32753613 blue
chr07 32753628 32753876 red
chr07 32754024 32755064 blue
chr07 32755099 32818799 red
chr07 32818868 32845515 blue
chr07 32845863 32846149 red
chr07 32846299 32846305 blue
chr07 32846311 32914461 red
chr07 32915902 32970211 blue
chr07 33003449 33039945 red
chr07 33040038 33040288 blue
chr07 33040370 33092426 red
chr07 33092518 33196150 blue
chr07 33196312 35028021 red
chr08 1 4693459 red
chr08 4693537 4693537 blue
chr08 4694639 4694682 red
chr08 4694739 4751687 blue
chr08 4752287 44889171 red
chr09 1 41306725 red
chr10 1 37674811 red
chr11 1 1069325 red
chr11 1069379 1153162 blue
chr11 1153198 1167039 red
chr11 1167083 1167363 blue
chr11 1167419 1167419 red
chr11 1189376 1264817 blue
chr11 1264853 1265022 red
chr11 1265066 1265177 blue
chr11 1265183 1265183 red
chr11 1265534 1329555 blue
chr11 1329589 3821213 red
chr11 3821295 3827669 blue
chr11 3827744 3827779 red
chr11 3827795 3827807 blue
chr11 3832386 27954350 red
chr01 1 987953 red
chr01 987965 989376 blue
chr01 989462 1032422 red
chr01 1033892 1034102 blue
chr01 1034141 1035269 red
chr01 1118527 1924126 blue
