chr01 1 29070452 green
chr02 1 27121556 green
chr02 27121559 27146751 blue
chr02 27146765 27263709 green
chr02 27264061 27264061 blue
chr02 27264099 29511734 green
chr03 1 35020413 green
chr04 1 37105743 green
chr05 1 41853232 green
chr06 1 37593364 green
chr07 1 35028021 green
chr08 1 36760858 green
chr08 36761026 36761769 blue
chr08 36761892 37130975 green
chr08 37131093 37140599 blue
chr08 37141329 37141689 green
chr08 37141701 37192218 blue
chr08 37192449 37357814 green
chr08 37357852 37357852 blue
chr08 37357875 37454574 green
chr08 37454697 37454697 blue
chr08 37454933 37455425 green
chr08 37455491 37535338 blue
chr08 37535445 44889171 green
chr09 1 809367 green
chr09 809373 809466 #FACC2E
chr09 809481 897646 green
chr09 916942 916942 #FACC2E
chr09 916952 931757 green
chr09 931794 1116582 #FACC2E
chr09 1117379 1117379 green
chr09 1117418 1132052 #FACC2E
chr09 1134731 1184555 green
chr09 1185707 1186075 #FACC2E
chr09 1186141 1271465 green
chr09 1271634 1348515 blue
chr09 1353754 1356467 green
chr09 1359712 1359712 blue
chr09 1380872 1424906 green
chr09 1425079 1469359 blue
chr09 1469380 1515486 green
chr09 1515555 1515555 blue
chr09 1515674 1519315 green
chr09 1519335 1519335 blue
chr09 1519349 1519349 green
chr09 1520294 1601248 blue
chr09 1601269 1619277 green
chr09 1619809 1802391 blue
chr09 1804305 1805155 red
chr09 1805167 1825711 blue
chr09 1825729 3096470 red
chr09 3096522 3311775 blue
chr09 3311826 3675782 red
chr09 3682756 3682756 blue
chr09 3682799 3682799 red
chr09 3682807 3683347 blue
chr09 3683541 4001329 red
chr09 4007713 4053437 green
chr09 4053449 4056622 red
chr09 4057844 4057844 green
chr09 4058713 4058815 red
chr09 4083744 4128640 green
chr09 4128742 4128889 red
chr09 4128908 4129111 green
chr09 4129156 4129156 red
chr09 4129200 4129200 green
chr09 4129256 4911146 red
chr09 4911341 4911341 blue
chr09 4911349 4914488 red
chr09 4914568 4914568 blue
chr09 4925257 4998886 red
chr09 4999123 5621713 green
chr09 5621773 5683620 red
chr09 5683649 5689905 green
chr09 5690194 5691420 red
chr09 5691537 5691820 green
chr09 5705737 5705737 red
chr09 5705758 8331101 green
chr09 8333105 8342799 #FACC2E
chr09 8343014 8377690 green
chr09 8377727 8403645 #FACC2E
chr09 8404145 8404145 green
chr09 8404211 8404216 #FACC2E
chr09 8404291 8427281 green
chr09 8489805 9450110 #FACC2E
chr09 9450225 9587614 blue
chr09 9614505 9844039 green
chr09 9845178 9851671 blue
chr09 9851718 9880987 green
chr09 9881242 9892627 blue
chr09 9892641 9916921 red
chr09 9917055 9978752 green
chr09 9978761 9978943 red
chr09 9981357 41306725 green
chr10 1 37674811 green
chr11 1 27954350 green
chr01 1 29070452 green
chr02 1 26720126 green
chr02 26720141 27121556 red
chr02 27121559 27146751 blue
chr02 27146765 27263709 green
chr02 27264061 27264061 blue
chr02 27264099 29511734 green
chr03 1 35020413 green
chr04 1 29874760 green
chr04 29874802 29990816 blue
chr04 29990834 37105743 green
chr05 1 39439611 green
chr05 39439618 39472987 blue
chr05 39473150 39473639 green
chr05 39473684 39474633 blue
chr05 39474644 39475970 green
chr05 39476748 39489050 blue
chr05 39489073 39494595 green
chr05 39494721 39503178 blue
chr05 39506570 39506634 green
chr05 39506678 39506678 blue
chr05 39506741 39511069 green
chr05 39511095 39511705 blue
chr05 39511747 39529647 green
chr05 39529697 39548579 blue
chr05 39549492 41853232 green
chr06 1 37593364 green
chr07 1 35028021 green
chr08 1 10470860 green
chr08 10470865 10490473 blue
chr08 10490670 10493496 green
chr08 10493547 10493547 blue
chr08 10495802 35466255 green
chr08 35466360 36760858 red
chr08 36761026 36761769 blue
chr08 36761892 37130975 red
chr08 37131093 37140599 blue
chr08 37141329 37141689 red
chr08 37141701 37192218 blue
chr08 37192449 37357814 red
chr08 37357852 37357852 blue
chr08 37357875 37454574 red
chr08 37454697 37454697 blue
chr08 37454933 37455425 red
chr08 37455491 37535338 blue
chr08 37535445 39420107 red
chr08 39420114 44889171 green
chr09 1 3096470 green
chr09 3096522 3311775 blue
chr09 3311826 3675782 green
chr09 3682756 3682756 blue
chr09 3682799 3682799 green
chr09 3682807 3683347 blue
chr09 3683541 4911146 green
chr09 4911341 4911341 blue
chr09 4911349 4914488 green
chr09 4914568 4914568 blue
chr09 4925257 41306725 green
chr10 1 21743462 red
chr10 21744141 21806656 blue
chr10 21807041 21807041 green
chr10 21807109 21807604 blue
chr10 21810196 37674811 green
chr11 1 27954350 green
