chr01 1 1966723 red
chr01 1966732 1972665 blue
chr01 1972841 1984722 red
chr01 1985530 2076799 blue
chr01 2076815 2076815 red
chr01 2076867 2087607 blue
chr01 2087647 2099622 red
chr01 2101262 2108442 blue
chr01 2108613 2108613 red
chr01 2108661 2316302 blue
chr01 2316329 3790832 red
chr01 3791801 3890745 blue
chr01 3893466 4657570 #FACC2E
chr01 4657606 4659928 blue
chr01 4660036 4660135 #FACC2E
chr01 4660174 4710308 blue
chr01 4714503 4714503 #FACC2E
chr01 4714515 4714515 blue
chr01 4714859 4873878 #FACC2E
chr01 4873947 5096668 blue
chr01 5096672 5127019 #FACC2E
chr01 5127040 5127133 blue
chr01 5127182 5128090 #FACC2E
chr01 5128122 5179121 blue
chr01 5179212 5179212 #FACC2E
chr01 5179226 5251990 blue
chr01 5254073 5254109 #FACC2E
chr01 5254117 5261593 blue
chr01 5261695 5683966 #FACC2E
chr01 5684151 5684151 blue
chr01 5684206 5693121 #FACC2E
chr01 5693147 5693163 blue
chr01 5693287 6666993 #FACC2E
chr01 6667011 6667011 blue
chr01 6667220 6667359 #FACC2E
chr01 6667370 6708961 blue
chr01 6708964 6708964 #FACC2E
chr01 6709105 6709347 blue
chr01 6710464 6710467 #FACC2E
chr01 6710515 6710515 blue
chr01 6711805 6714026 #FACC2E
chr01 6714146 7145096 blue
chr01 7155353 7226886 #FACC2E
chr01 7227885 7242694 blue
chr01 7242789 7274309 #FACC2E
chr01 7274321 7274429 blue
chr01 7274651 7318774 #FACC2E
chr01 7318828 7325304 blue
chr01 7325337 7428326 #FACC2E
chr01 7428532 7429334 blue
chr01 7429577 7493296 #FACC2E
chr01 7493427 7495792 blue
chr01 7496046 7550378 #FACC2E
chr01 7557879 7557879 blue
chr01 7557884 7583410 #FACC2E
chr01 7583428 7628189 blue
chr01 7630438 8477348 #FACC2E
chr01 8499179 8502432 blue
chr01 8502712 8532790 #FACC2E
chr01 8532796 8583928 blue
chr01 8583959 8584023 #FACC2E
chr01 8584034 8588515 blue
chr01 8588575 8721343 #FACC2E
chr01 8721536 8722433 blue
chr01 8722442 8722469 #FACC2E
chr01 8722640 8722982 blue
chr01 8753087 8904411 #FACC2E
chr01 8904561 8925376 blue
chr01 8925573 9013213 #FACC2E
chr01 9013233 9018668 blue
chr01 9030740 12565731 #FACC2E
chr01 12565866 12656509 blue
chr01 12658353 12754451 #FACC2E
chr01 12755491 12756696 blue
chr01 12756711 12768203 #FACC2E
chr01 12768216 12768411 blue
chr01 12768519 14268084 #FACC2E
chr01 14270557 15569381 blue
chr01 15569394 15656829 #FACC2E
chr01 15656862 16204019 blue
chr01 16204052 29070452 #FACC2E
chr02 1 29511734 red
chr03 1 6975564 red
chr03 6975701 6976989 blue
chr03 6977001 6977155 red
chr03 6985917 7212134 blue
chr03 7225785 7359990 red
chr03 7360030 7825539 blue
chr03 7825687 35020413 red
chr04 1 37105743 red
chr05 1 8116070 red
chr05 8116690 8116690 blue
chr05 8116703 8116703 red
chr05 8117016 8283889 blue
chr05 8287162 9080462 #FACC2E
chr05 9147411 9185013 blue
chr05 9185021 9450027 #FACC2E
chr05 9450766 10096658 blue
chr05 10097351 10097351 red
chr05 10097371 10097371 blue
chr05 10097419 10155509 red
chr05 10155908 10155908 blue
chr05 10155934 32731723 red
chr05 32793365 32871041 blue
chr05 32871074 34580346 #FACC2E
chr05 34580562 34586165 blue
chr05 34586233 34586233 #FACC2E
chr05 34586413 35355420 blue
chr05 35355435 35355435 red
chr05 35355444 35355444 blue
chr05 35355450 35355474 red
chr05 35356431 35359839 blue
chr05 35359914 40028867 red
chr05 40028981 40488919 blue
chr05 40488997 40578787 red
chr05 40578817 40578817 blue
chr05 40578943 41853232 red
chr06 1 2111933 #FACC2E
chr06 2112974 2261915 blue
chr06 2262007 2265009 #FACC2E
chr06 2265106 2265207 blue
chr06 2265216 2265216 #FACC2E
chr06 2265319 2388037 blue
chr06 2388356 2399625 #FACC2E
chr06 2399791 2692737 blue
chr06 2692776 2692815 #FACC2E
chr06 2692847 2835014 blue
chr06 2835033 2841181 #FACC2E
chr06 2841208 2871332 blue
chr06 2871401 2875405 #FACC2E
chr06 2875408 2962951 blue
chr06 2963266 3029852 #FACC2E
chr06 3030064 3030064 blue
