chr01 1 3805596 green
chr01 3805611 3822921 blue
chr01 3823035 3823095 green
chr01 3823200 3832467 blue
chr01 3832471 3834096 green
chr01 3834108 4139069 blue
chr01 4139207 4224344 red
chr01 4224360 4265830 blue
chr01 4267979 5261695 green
chr01 5261701 5317542 blue
chr01 5334764 6558100 green
chr01 6558151 6750779 blue
chr01 6750800 7704358 green
chr01 7704419 7964064 blue
chr01 7964091 7964091 green
chr01 7974519 8325091 blue
chr01 8325112 8325112 green
chr01 8332686 8332686 blue
chr01 8332693 8351686 green
chr01 8351785 8351877 blue
chr01 8351893 8351893 green
chr01 8351947 9804408 blue
chr01 9848620 12988631 green
chr01 12988638 13165690 blue
chr01 13165986 13165986 green
chr01 13165999 13166009 blue
chr01 13166434 13216919 green
chr01 13217273 13230215 blue
chr01 13230224 13230242 green
chr01 13230281 13464385 blue
chr01 13496940 13511698 green
chr01 13511744 13536139 blue
chr01 13536142 13542739 green
chr01 13542805 13544732 blue
chr01 13545186 23306064 green
chr01 23306140 23413036 blue
chr01 23413054 24718247 green
chr01 24718262 24718709 blue
chr01 24808391 24808406 green
chr01 24808617 24809755 blue
chr01 24809779 25677704 green
chr01 25678059 25860406 blue
chr01 25860437 25889788 green
chr01 25893778 29070452 blue
chr02 1 29511734 red
chr03 1 3593265 #FACC2E
chr03 3593273 3593273 blue
chr03 3593365 3832144 #FACC2E
chr03 3832301 3838965 blue
chr03 3839658 35020413 #FACC2E
chr04 1 998790 #FACC2E
chr04 1001383 1027145 blue
chr04 1027247 1056565 green
chr04 1056594 1092019 #FACC2E
chr04 1092070 1094272 blue
chr04 1094424 1198671 #FACC2E
chr04 1198685 1199401 blue
chr04 1199446 1199608 #FACC2E
chr04 1199763 1243726 blue
chr04 1243794 2011844 green
chr04 2014470 2014702 blue
chr04 2014744 2077052 green
chr04 2077078 2194648 blue
chr04 2194687 2475063 #FACC2E
chr04 2475076 2475076 green
chr04 2475533 2591819 blue
chr04 2609395 2609415 #FACC2E
chr04 2609420 2626717 blue
chr04 2626777 2785918 green
chr04 2795048 2795048 blue
chr04 2795091 3277019 green
chr04 3277718 3277718 blue
chr04 3277730 3306666 green
chr04 3306738 3320445 blue
chr04 3320455 3320455 green
chr04 3333790 3338630 blue
chr04 3338637 3423650 green
chr04 3424075 3463235 blue
chr04 3463310 3495291 green
chr04 3496902 3506807 blue
chr04 3506848 3537408 green
chr04 3537482 3538021 blue
chr04 3538144 3650046 green
chr04 3650094 3682210 blue
chr04 3682233 18054137 #FACC2E
